Date__c,Amount__c,Method__c,_Method__c,_Form,Account__c,Establishment__c,Subject__c,Recurring__c,_Type,RecordTypeId,Category__c,_Category,_WF Visa,_FNBO Visa,_BR Visa,_WF Checking,_WF Savings,_FNBO Checking,_FNBO Savings,_Fidelity,_Cash,_Venmo,Reflected_Online__c
2022-01-01,12,Cash,Cash,Cash,001Dn0000033D9iIAE,Cubby's,Coffee from Cubby's,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,,,,,,,,-12,,FALSE
2022-01-02,72.83,Online Payment,Online Transfer,FNBO Checking,001Dn0000033D9jIAE,Cox,Cox Internet,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Internet,(ND) Internet,,,,,,-72.83,,,,,TRUE
2022-01-02,1389.83,Check,eCheck,FNBO Checking,001Dn0000033D9jIAE,Joslyn Lofts,Joslyn Lofts - rent,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Rent & Utilities,(ND) Rent & Utilities,,,,,,-1389.83,,,,,TRUE
2022-01-02,27.03,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Good Stop,Good Stop - gas,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,,27.03,,,,,,,,TRUE
2022-01-02,54.32,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Corky Canvas,Corky Canvas Win & Paint date night,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,54.32,,,,,,,,,,TRUE
2022-01-03,31,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,YMCA,YMCA Subscription,TRUE,Nondiscretionary,012Dn000000tHzcIAE,YMCA Subscription,(ND) YMCA Subscription,31,,,,,,,,,,TRUE
2022-01-03,17,Cash,Cash,Cash,001Dn0000033D9iIAE,Zen Coffee,Drinks at Zen coffee,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-17,,FALSE
2022-01-03,40.41,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Walgreens,Household supplies from Walgreens,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,40.41,,,,,,,,,,TRUE
2022-01-03,100.53,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Sweetwater,Accessories from Sweetwater,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,,100.53,,,,,,,,,TRUE
2022-01-07,26.74,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Russell Speeder's,Russell Speeder's Unlimited Express Subscription,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Carwash Subscription,(ND) Carwash Subscription,26.74,,,,,,,,,,TRUE
2022-01-07,10,Cash,Cash,Cash,001Dn0000033D9iIAE,13th Street Coffee,Coffee from 13th Street Coffee,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-10,,FALSE
2022-01-07,31.9,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,The Tube Store,12BH7 power tube,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,,,31.9,,,,,,,,TRUE
2022-01-08,8.93,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Costco,Costco food court,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,8.93,,,,,,,,TRUE
2022-01-09,5,Cash,Cash,Cash,001Dn0000033D9iIAE,Cubby's,Eggs from Cubby's,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,,,,,,,,-5,,FALSE
2022-01-10,7.05,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Amazon,Watch batteries from Amazon,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,7.05,,,,,,,,,,TRUE
2022-01-10,50,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Park Omaha,Park Omaha wallet,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Parking & Scooters,(D) Parking & Scooters,,,50,,,,,,,,TRUE
2022-01-11,6.04,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,FNBO,Main Bank 16th Floor Dining Room,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,6.04,,,,,,,,,TRUE
2022-01-11,29,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,,Late card payment fee,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Nonnegotiable Unpredictables,(ND) Nonnegotiable Unpredictables,,29,,,,,,,,,TRUE
2022-01-12,10,Cash,Cash,Cash,001Dn0000033D9iIAE,Corky Canvas,Wine at Corky Canvas,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,,,,,,-10,,FALSE
2022-01-13,16,Cash,Cash,Cash,001Dn0000033D9iIAE,Harney Street Tavern,Drinks at Harney Street Tavern,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-16,,FALSE
2022-01-13,20.29,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Arby's,Arby's,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,20.29,,,,,,,,,,TRUE
2022-01-14,5.33,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,,Apple TV,TRUE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,5.33,,,,,,,,,,TRUE
2022-01-14,10.69,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Guitarcenter,Guitarcenter - sticks for Jack,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,,,10.69,,,,,,,,TRUE
2022-01-17,21.72,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Stories Coffee,Lunch from Stories Coffee,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,21.72,,,,,,,,,TRUE
2022-01-18,30,Zelle Transfer,Zelle Transfer,WF Checking,"001Dn0000033D9ZIAU	",,Phone Payment to Dad,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Phone Payment to Dad,(ND) Phone Payment to Dad,,,,-30,,,,,,,TRUE
2022-01-18,115,Zelle Transfer,Zelle Transfer,WF Checking,"001Dn0000033D9ZIAU	",,Paid Kawai for MUDD/OPPD,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Rent & Utilities,(ND) Rent & Utilities,,,,-115,,,,,,,TRUE
2022-01-19,130.16,Online Payment,Online Transfer,WF Checking,"001Dn0000033D9ZIAU	",Progressive,Progressive - auto insurance,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Car & Renter's Insurance,(ND) Car & Renter's Insurance,,,,-130.16,,,,,,,TRUE
2022-01-19,21.3,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Panda Express,Panda Express,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,21.3,,,,,,,,TRUE
2022-01-19,24,Zelle Transfer,Zelle Transfer,WF Checking,"001Dn0000033D9ZIAU	",Amazon,Paid Dad for cumulative Amazon movie rentals,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,,,,-24,,,,,,,TRUE
2022-01-19,200,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,,Signed up for Salesforce Developer exam,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,200,,,,,,,,,,TRUE
2022-01-20,10,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Park Omaha,Parking violation,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,,10,,,,,,,,TRUE
2022-01-22,3,Cash,Cash,Cash,001Dn0000033D9iIAE,Quaker Steak & Lube,Racing game at Quaker Steak & Lube,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,,,,,,-3,,FALSE
2022-01-22,28.87,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Baker's,Baker's - groceries,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,,28.87,,,,,,,,TRUE
2022-01-22,31.7,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Quaker Steak & Lube,Dinner at Quaker Steak & Lube,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,31.7,,,,,,,,,,TRUE
2022-01-23,206.88,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Costco,Costco - groceries,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,206.88,,,,,,,,,TRUE
2022-01-23,250,Check,Check,WF Checking,"001Dn0000033D9ZIAU	",,Corolla Payment,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Car Payment,(ND) Car Payment,,,,-250,,,,,,,TRUE
2022-01-24,6,Cash,Cash,Cash,001Dn0000033D9iIAE,13th Street Coffee,Snacks from 13th Street Coffee,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-6,,FALSE
2022-01-25,35,Venmo Transfer,Venmo Transfer,Venmo,001Dn0000033D9fIAE,Craft Burgers,Paid Sophie for Craft burgers,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,,-35,TRUE
2022-01-25,250,Zelle Transfer,Zelle Transfer,WF Checking,"001Dn0000033D9ZIAU	",,Student loan payback to Dad,FALSE,Discretionary,012Dn000000tHzXIAU,Student loan payback to Dad,(ND) Student loan payback to Dad,,,,-250,,,,,,,TRUE
2022-01-26,2,Cash,Cash,Cash,001Dn0000033D9iIAE,13th Street Coffee,Coffee from 13th Street Coffee,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-2,,FALSE
2022-01-26,28,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Dave & Buster's,Game points at Dave & Buster's,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,28,,,,,,,,,TRUE
2022-01-27,12.23,Online Payment,Online Transfer,WF Checking,"001Dn0000033D9ZIAU	",Progressive,Progressive - renter's insurance,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Car & Renter's Insurance,(ND) Car & Renter's Insurance,,,,-12.23,,,,,,,TRUE
2022-01-27,1.06,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,,Pocket tanks weapons pack,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,1.06,,,,,,,,,,TRUE
2022-01-29,4.25,Online Payment,ATM Withdrawal,WF Checking,"001Dn0000033D9ZIAU	",,ATM Withdrawal fee,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Nonnegotiable Unpredictables,(ND) Nonnegotiable Unpredictables,,,,-4.25,,,,,,,TRUE
2022-01-29,5,Cash,Cash,Cash,001Dn0000033D9iIAE,,Gave 5 bucks to a homeless lady,FALSE,Discretionary,012Dn000000tHzXIAU,Charitable giving,(D) Charitable giving,,,,,,,,,-5,,FALSE
2022-01-29,14.45,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Qwik Trip,Qwik Trip - snacks,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,14.45,,,,,,,,,,TRUE
2022-01-29,17,Cash,Cash,Cash,001Dn0000033D9iIAE,Dinker's,Dinner at Dinker's,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-17,,FALSE
2022-01-29,19,Cash,Cash,Cash,001Dn0000033D9iIAE,Down Under,Drinks and Darts at the Down Under,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,,,,,,-19,,FALSE
2022-01-29,29.23,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Qwik Trip,Qwik Trip - gas,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,,29.23,,,,,,,,TRUE
2022-01-30,13.92,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,,New Doc Martens laces,FALSE,Discretionary,012Dn000000tHzXIAU,Giftgiving,(D) Giftgiving,,13.92,,,,,,,,,TRUE
2022-01-31,1.06,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,,Pocket tanks weapons pack,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,1.06,,,,,,,,,,TRUE
2022-01-31,9,Cash,Cash,Cash,001Dn0000033D9iIAE,Zen Coffee,Snacks from Zen,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-9,,FALSE
2022-01-31,30,Cash,Cash,Cash,001Dn0000033D9iIAE,Lisa's Radial Café,Breakfast at Lisa's,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-30,,FALSE
2022-02-01,12.32,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Hy-Vee,Hy-vee - groceries,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,12.32,,,,,,,,,,TRUE
2022-02-01,96.83,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Aldi,Aldi - groceries,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,96.83,,,,,,,,,TRUE
2022-02-02,72.83,Online Payment,Online Transfer,FNBO Checking,001Dn0000033D9jIAE,Cox,Cox Internet,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Internet,(ND) Internet,,,,,,-72.83,,,,,TRUE
2022-02-02,1388.27,Check,eCheck,FNBO Checking,001Dn0000033D9jIAE,Joslyn Lofts,Joslyn Lofts - rent,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Rent & Utilities,(ND) Rent & Utilities,,,,,,-1388.27,,,,,TRUE
2022-02-03,31,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,YMCA,YMCA Subscription,TRUE,Discretionary,012Dn000000tHzXIAU,YMCA Subscription,(ND) YMCA Subscription,31,,,,,,,,,,TRUE
2022-02-03,9.17,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Stories coffee,Stories coffee - coffee,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,9.17,,,,,,,,TRUE
2022-02-03,12.96,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Stories coffee,Stories coffee - beer,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,12.96,,,,,,,,,,TRUE
2022-02-03,18.02,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Target,Target - CAT6 cable,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,,18.02,,,,,,,,,TRUE
2022-02-04,10.69,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,,HBO Max subscription,TRUE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,,,10.69,,,,,,,,TRUE
2022-02-04,20.68,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Papa John's,Papa John's,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,20.68,,,,,,,,TRUE
2022-02-04,29,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,,Late card payment fee,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Nonnegotiable Unpredictables,(ND) Nonnegotiable Unpredictables,,,29,,,,,,,,TRUE
2022-02-05,38.58,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Funny Bone Omaha,Drinks at Funny Bone,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,38.58,,,,,,,,,TRUE
2022-02-06,19.73,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Creighton University,Supplies from Creighton bookstore for FNBO tabling,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,,19.73,,,,,,,,,TRUE
2022-02-07,26.74,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Russell Speeder's,Russell Speeder's Unlimited Express Subscription,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Carwash Subscription,(ND) Carwash Subscription,26.74,,,,,,,,,,TRUE
2022-02-07,140,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Funny Bone Omaha,Mark Normand tickets at the Funny Bone,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,140,,,,,,,,,TRUE
2022-02-09,10.5,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,,Interest charge on late payment,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Nonnegotiable Unpredictables,(ND) Nonnegotiable Unpredictables,,,10.5,,,,,,,,TRUE
2022-02-10,5,Venmo Transfer,Venmo Transfer,WF Checking,"001Dn0000033D9ZIAU	",Funny Bone Omaha,Paid Marian for beef stick coozie,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,,,,-5,,,,,,,TRUE
2022-02-10,8.52,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Funny Bone Omaha,Beer at the Funny Bone,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,8.52,,,,,,,,,,TRUE
2022-02-10,28.62,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Baker's,Baker's - groceries,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,,28.62,,,,,,,,,TRUE
2022-02-10,50,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Park Omaha,Park Omaha wallet,FALSE,Discretionary,012Dn000000tHzXIAU,Parking & Scooters,(D) Parking & Scooters,,,50,,,,,,,,TRUE
2022-02-10,60,Venmo Transfer,Venmo Transfer,WF Checking,"001Dn0000033D9ZIAU	",Funny Bone Omaha,Paid Patrick for dinner at Funny Bone,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,-60,,,,,,,TRUE
2022-02-11,20.74,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Speedway,Speedway - gas,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,20.74,,,,,,,,,,TRUE
2022-02-11,25,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Love's,Love's - gas,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,,25,,,,,,,,,TRUE
2022-02-12,15,Cash,Cash,Cash,001Dn0000033D9iIAE,,Beer for Palentine's,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,,,,,,,-15,,FALSE
2022-02-12,19.07,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Chick-fil-A,Chick-fil-a,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,19.07,,,,,,,,,TRUE
2022-02-13,12,Venmo Transfer,Venmo Transfer,WF Checking,"001Dn0000033D9ZIAU	",,Paid Bob Guenin for Superbowl betting game,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,-12,,,,,,,TRUE
2022-02-13,31.12,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,,Superbowl party favors,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,31.12,,,,,,,,,,TRUE
2022-02-14,5.33,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,,Apple TV,TRUE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,5.33,,,,,,,,,,TRUE
2022-02-14,7,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,,Minneapolis parking ramp,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Nonnegotiable Unpredictables,(ND) Nonnegotiable Unpredictables,,,7,,,,,,,,TRUE
2022-02-14,30.35,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Holiday,Holiday - gas,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Groceries & Gas,(ND) Groceries & Gas,30.35,,,,,,,,,,TRUE
2022-02-14,183.56,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Union Rooftop,Valentine's Day dinner at Union Rooftop,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,183.56,,,,,,,,,TRUE
2022-02-15,12,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,,Parking ramp,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Nonnegotiable Unpredictables,(ND) Nonnegotiable Unpredictables,,12,,,,,,,,,TRUE
2022-02-15,22.42,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,First Ave,Drinks at First Ave,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,22.42,,,,,,,,,,TRUE
2022-02-17,250,Check,Check,WF Checking,"001Dn0000033D9ZIAU	",,Corolla Payment,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Car Payment,(ND) Car Payment,,,,-250,,,,,,,TRUE
2022-02-18,130.16,Online Payment,Online Transfer,WF Checking,"001Dn0000033D9ZIAU	",Progressive,Progressive - auto insurance,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Car & Renter's Insurance,(ND) Car & Renter's Insurance,,,,-130.16,,,,,,,TRUE
2022-02-18,30,Zelle Transfer,Zelle Transfer,WF Checking,"001Dn0000033D9ZIAU	",,Phone Payment to Dad,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Phone Payment to Dad,(ND) Phone Payment to Dad,,,,-30,,,,,,,TRUE
2022-02-18,30,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Louie M's,Dinner at Louie M's,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,30,,,,,,,,TRUE
2022-02-19,57,Cash,Cash,Cash,001Dn0000033D9iIAE,Down Under,Drinks at Down Under and Shakedown Street,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,,,,,,-57,,FALSE
2022-02-20,24.83,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,China Taste,China Taste,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,24.83,,,,,,,,TRUE
2022-02-20,130,Zelle Transfer,Zelle Transfer,WF Checking,"001Dn0000033D9ZIAU	",,Paid Kawai for MUDD/OPPD,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Rent & Utilities,(ND) Rent & Utilities,,,,-130,,,,,,,TRUE
2022-02-20,250,Zelle Transfer,Zelle Transfer,WF Checking,"001Dn0000033D9ZIAU	",,Student loan payback to Dad,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Student loan payback to Dad,(ND) Student loan payback to Dad,,,,-250,,,,,,,TRUE
2022-02-21,10.2,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Archetype,Archetype - coffee,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,,,10.2,,,,,,,,TRUE
2022-02-21,51.29,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Sweetwater,Sweetwater - music supplies,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,,51.29,,,,,,,,,TRUE
2022-02-22,5,Cash,Cash,Cash,001Dn0000033D9iIAE,eCreamery,eCreamery ice cream,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,,,,,,-5,,FALSE
2022-02-24,19,Credit Card,Card - BR Visa,Card - BR Visa,001Dn0000033D9eIAE,Focus on Force,Focus on Force study materials,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,,,19,,,,,,,,TRUE
2022-02-24,22,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Walgreens,Walgreen's - necessary life supplies,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,22,,,,,,,,,,TRUE
2022-02-24,28.75,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Wash World,Wash world laundry,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Nonnegotiable Unpredictables,(ND) Nonnegotiable Unpredictables,,28.75,,,,,,,,,TRUE
2022-02-25,24.11,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Krispy Kreme,Krispy Kreme for the office,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,24.11,,,,,,,,,,TRUE
2022-02-25,325,Cash,Cash,Cash,001Dn0000033D9iIAE,,Bought Marshall cabinet from Blake,FALSE,Discretionary,012Dn000000tHzXIAU,Products & Merchandise,(D) Products & Merchandise,,,,,,,,,-325,,FALSE
2022-02-26,15,Cash,Cash,Cash,001Dn0000033D9iIAE,Beercade,Games at Beercade,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,,,,,,,,-15,,FALSE
2022-02-26,60,Credit Card,Card - FNBO Visa,Card - FNBO Visa,001Dn0000033D9dIAE,Beercade,Beercade - drinks and games,FALSE,Discretionary,012Dn000000tHzXIAU,Recreation,(D) Recreation,,60,,,,,,,,,TRUE
2022-02-28,12.24,Online Payment,Online Transfer,WF Checking,"001Dn0000033D9ZIAU	",Progressive,Progressive - renter's insurance,TRUE,Nondiscretionary,012Dn000000tHzcIAE,Car & Renter's Insurance,(ND) Car & Renter's Insurance,,,,-12.24,,,,,,,TRUE
2022-02-28,3.83,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,13th Street Coffee,13th Street Coffee - water,FALSE,Discretionary,012Dn000000tHzXIAU,Food & Leisure,(D) Food & Leisure,3.83,,,,,,,,,,TRUE
2022-02-28,11.75,Credit Card,Card - WF Visa,Card - WF Visa,001Dn0000033D9YIAU,Dick's Sporting Goods,Swim cap from Dick's,FALSE,Nondiscretionary,012Dn000000tHzcIAE,Necessary Life Supplies,(ND) Necessary Life Supplies,11.75,,,,,,,,,,TRUE
